ts,o,h,l,c,v
2025-12-18T15:33:00Z,203.43,203.54,202.98,203.05,4463
2025-12-18T15:34:00Z,203.05,203.37,202.91,203.25,1566
2025-12-18T15:35:00Z,203.25,203.44,203.15,203.18,28039
2025-12-18T15:36:00Z,203.18,203.54,203.03,203.50,19552
2025-12-18T15:37:00Z,203.50,203.67,203.35,203.44,23274
2025-12-18T15:38:00Z,203.44,203.68,203.36,203.56,14181
2025-12-18T15:39:00Z,203.56,204.01,203.41,203.92,24279
2025-12-18T15:40:00Z,203.92,203.98,203.39,203.56,46311
2025-12-18T15:41:00Z,203.56,203.63,203.54,203.60,13594
2025-12-18T15:42:00Z,203.60,204.01,203.56,203.94,36278
2025-12-18T15:43:00Z,203.94,204.40,203.93,204.25,23578
2025-12-18T15:44:00Z,204.25,204.78,204.05,204.72,11952
2025-12-18T15:45:00Z,204.72,205.36,204.63,205.18,38603
2025-12-18T15:46:00Z,205.18,205.81,205.05,205.64,40816
2025-12-18T15:47:00Z,205.64,206.13,205.60,206.04,1649
2025-12-18T15:48:00Z,206.04,206.09,205.95,206.00,38646
2025-12-18T15:49:00Z,206.00,206.08,205.72,205.73,11180
2025-12-18T15:50:00Z,205.73,206.23,205.65,206.20,13720
2025-12-18T15:51:00Z,206.20,206.27,205.95,206.05,45575
2025-12-18T15:52:00Z,206.05,206.36,205.92,206.35,36308
2025-12-18T15:53:00Z,206.35,206.86,206.18,206.73,12301
2025-12-18T15:54:00Z,206.73,206.83,206.39,206.55,12637
2025-12-18T15:55:00Z,206.55,206.92,206.44,206.89,49659
2025-12-18T15:56:00Z,206.89,207.06,206.83,206.99,9985
2025-12-18T15:57:00Z,206.99,207.33,206.98,207.31,44315
2025-12-18T15:58:00Z,207.31,207.86,207.19,207.78,17884
2025-12-18T15:59:00Z,207.78,208.31,207.65,208.14,12168
2025-12-18T16:00:00Z,208.14,208.37,208.08,208.25,41426
2025-12-18T16:01:00Z,208.25,208.25,207.63,207.78,29673
2025-12-18T16:02:00Z,207.78,207.80,207.32,207.43,1265
2025-12-18T16:03:00Z,207.43,207.60,206.94,207.04,14746
2025-12-18T16:04:00Z,207.04,207.18,206.57,206.57,30845
2025-12-18T16:05:00Z,206.57,206.73,206.03,206.17,20090
2025-12-18T16:06:00Z,206.17,206.22,205.66,205.84,28182
2025-12-18T16:07:00Z,205.84,205.87,205.64,205.81,9147
2025-12-18T16:08:00Z,205.81,206.00,205.81,205.98,44838
2025-12-18T16:09:00Z,205.98,206.21,205.94,206.12,39209
2025-12-18T16:10:00Z,206.12,206.33,206.11,206.26,26130
2025-12-18T16:11:00Z,206.26,206.28,205.73,205.89,22059
2025-12-18T16:12:00Z,205.89,205.96,205.31,205.41,41776
2025-12-18T16:13:00Z,205.41,205.60,205.35,205.51,39879
2025-12-18T16:14:00Z,205.51,205.65,205.02,205.06,28729
2025-12-18T16:15:00Z,205.06,205.16,204.91,204.91,42151
2025-12-18T16:16:00Z,204.91,205.08,204.62,204.70,32822
2025-12-18T16:17:00Z,204.70,204.75,204.26,204.33,22961
2025-12-18T16:18:00Z,204.33,204.64,204.26,204.48,31398
2025-12-18T16:19:00Z,204.48,204.97,204.42,204.80,22535
2025-12-18T16:20:00Z,204.80,205.18,204.77,205.17,16093
2025-12-18T16:21:00Z,205.17,205.43,205.07,205.30,32801
2025-12-18T16:22:00Z,205.30,205.40,205.23,205.27,13384
2025-12-18T16:23:00Z,205.27,205.73,205.19,205.57,30252
2025-12-18T16:24:00Z,205.57,206.12,205.53,205.99,42225
2025-12-18T16:25:00Z,205.99,206.03,205.55,205.60,23290
2025-12-18T16:26:00Z,205.60,205.67,205.27,205.45,44382
2025-12-18T16:27:00Z,205.45,205.59,205.15,205.31,17688
2025-12-18T16:28:00Z,205.31,205.35,204.88,205.03,3176
2025-12-18T16:29:00Z,205.03,205.37,204.92,205.18,45838
2025-12-18T16:30:00Z,205.18,205.31,204.72,204.80,16791
2025-12-18T16:31:00Z,204.80,204.97,204.42,204.62,32382
2025-12-18T16:32:00Z,204.62,205.14,204.60,205.05,47750
2025-12-18T16:33:00Z,205.05,205.22,204.79,204.83,16731
2025-12-18T16:34:00Z,204.83,204.83,204.59,204.73,43588
2025-12-18T16:35:00Z,204.73,204.78,204.30,204.46,41606
2025-12-18T16:36:00Z,204.46,204.67,204.29,204.66,43291
2025-12-18T16:37:00Z,204.66,204.77,204.42,204.56,22739
2025-12-18T16:38:00Z,204.56,204.59,204.45,204.58,23567
2025-12-18T16:39:00Z,204.58,204.86,204.55,204.67,6454
2025-12-18T16:40:00Z,204.67,204.74,204.15,204.25,28952
2025-12-18T16:41:00Z,204.25,204.41,204.24,204.33,33519
2025-12-18T16:42:00Z,204.33,204.53,204.16,204.44,11169
2025-12-18T16:43:00Z,204.44,204.45,203.94,203.96,27926
2025-12-18T16:44:00Z,203.96,204.15,203.71,203.82,32503
2025-12-18T16:45:00Z,203.82,203.98,203.64,203.87,16652
2025-12-18T16:46:00Z,203.87,204.02,203.84,203.98,39285
2025-12-18T16:47:00Z,203.98,204.17,203.53,203.71,38322
2025-12-18T16:48:00Z,203.71,203.75,203.47,203.60,16077
2025-12-18T16:49:00Z,203.60,203.66,203.49,203.61,26380
2025-12-18T16:50:00Z,203.61,204.01,203.53,203.86,24097
2025-12-18T16:51:00Z,203.86,203.94,203.49,203.60,2588
2025-12-18T16:52:00Z,203.60,203.77,203.01,203.13,16860
2025-12-18T16:53:00Z,203.13,203.16,202.73,202.92,18508
2025-12-18T16:54:00Z,202.92,203.04,202.70,202.87,30197
2025-12-18T16:55:00Z,202.87,203.06,202.36,202.45,7198
2025-12-18T16:56:00Z,202.45,202.59,201.96,201.99,14066
2025-12-18T16:57:00Z,201.99,202.29,201.96,202.20,44731
2025-12-18T16:58:00Z,202.20,202.38,201.84,201.87,16277
2025-12-18T16:59:00Z,201.87,202.22,201.84,202.06,35379
2025-12-18T17:00:00Z,202.06,202.29,202.01,202.18,3921
2025-12-18T17:01:00Z,202.18,202.33,202.03,202.26,21869
2025-12-18T17:02:00Z,202.26,202.45,201.80,201.97,39806
2025-12-18T17:03:00Z,201.97,202.21,201.92,202.04,38202
2025-12-18T17:04:00Z,202.04,202.18,201.90,202.01,46027
2025-12-18T17:05:00Z,202.01,202.17,201.96,202.16,33902
2025-12-18T17:06:00Z,202.16,202.72,202.05,202.63,35610
2025-12-18T17:07:00Z,202.63,203.14,202.48,203.00,29405
2025-12-18T17:08:00Z,203.00,203.30,202.90,203.16,36125
2025-12-18T17:09:00Z,203.16,203.29,203.07,203.22,26615
2025-12-18T17:10:00Z,203.22,203.60,203.13,203.46,5120
2025-12-18T17:11:00Z,203.46,203.85,203.33,203.81,4750
2025-12-18T17:12:00Z,203.81,204.07,203.63,203.91,17531
2025-12-18T17:13:00Z,203.91,203.92,203.39,203.50,43688
2025-12-18T17:14:00Z,203.50,203.70,202.97,203.00,31380
2025-12-18T17:15:00Z,203.00,203.19,202.98,203.14,25854
2025-12-18T17:16:00Z,203.14,203.48,203.01,203.46,12695
2025-12-18T17:17:00Z,203.46,203.58,203.01,203.18,41736
2025-12-18T17:18:00Z,203.18,203.36,202.77,202.87,25187
2025-12-18T17:19:00Z,202.87,203.33,202.78,203.28,3803
2025-12-18T17:20:00Z,203.28,203.48,203.17,203.33,9394
2025-12-18T17:21:00Z,203.33,203.48,203.18,203.46,6681
2025-12-18T17:22:00Z,203.46,203.57,202.82,202.98,1732
2025-12-18T17:23:00Z,202.98,203.09,202.59,202.67,32147
2025-12-18T17:24:00Z,202.67,203.21,202.61,203.14,39096
2025-12-18T17:25:00Z,203.14,203.81,203.11,203.64,1112
2025-12-18T17:26:00Z,203.64,203.89,203.56,203.88,46488
2025-12-18T17:27:00Z,203.88,204.12,203.78,204.05,30787
2025-12-18T17:28:00Z,204.05,204.19,203.64,203.70,26544
2025-12-18T17:29:00Z,203.70,203.79,203.44,203.53,21229
2025-12-18T17:30:00Z,203.53,203.71,203.18,203.21,41148
2025-12-18T17:31:00Z,203.21,203.55,203.15,203.49,29516
2025-12-18T17:32:00Z,203.49,203.57,203.06,203.07,49646
2025-12-18T17:33:00Z,203.07,203.11,202.92,203.09,44923
2025-12-18T17:34:00Z,203.09,203.29,203.04,203.05,42643
2025-12-18T17:35:00Z,203.05,203.22,202.97,203.19,21869
2025-12-18T17:36:00Z,203.19,203.31,202.87,203.02,3753
2025-12-18T17:37:00Z,203.02,203.56,202.91,203.50,41211
2025-12-18T17:38:00Z,203.50,203.61,203.13,203.23,4568
2025-12-18T17:39:00Z,203.23,203.37,202.90,203.01,28488
2025-12-18T17:40:00Z,203.01,203.05,202.77,202.96,35101
2025-12-18T17:41:00Z,202.96,203.54,202.96,203.43,10979
2025-12-18T17:42:00Z,203.43,203.73,203.23,203.60,32229
2025-12-18T17:43:00Z,203.60,203.65,203.15,203.23,49482
2025-12-18T17:44:00Z,203.23,203.69,203.21,203.67,7294
2025-12-18T17:45:00Z,203.67,203.73,203.53,203.64,16176
2025-12-18T17:46:00Z,203.64,204.09,203.49,204.07,4350
2025-12-18T17:47:00Z,204.07,204.68,203.93,204.56,45189
2025-12-18T17:48:00Z,204.56,204.71,204.22,204.26,35991
2025-12-18T17:49:00Z,204.26,204.65,204.23,204.51,15088
2025-12-18T17:50:00Z,204.51,204.58,204.22,204.34,6179
2025-12-18T17:51:00Z,204.34,204.47,203.76,203.94,44406
2025-12-18T17:52:00Z,203.94,204.07,203.88,204.06,28236
2025-12-18T17:53:00Z,204.06,204.20,203.74,203.89,20875
2025-12-18T17:54:00Z,203.89,204.45,203.76,204.31,42916
2025-12-18T17:55:00Z,204.31,204.45,203.98,204.03,28996
2025-12-18T17:56:00Z,204.03,204.56,203.97,204.46,33499
2025-12-18T17:57:00Z,204.46,204.52,204.36,204.45,37789
2025-12-18T17:58:00Z,204.45,204.78,204.42,204.77,37946
2025-12-18T17:59:00Z,204.77,205.09,204.66,205.08,43833
2025-12-18T18:00:00Z,205.08,205.23,204.64,204.79,45471
2025-12-18T18:01:00Z,204.79,204.92,204.74,204.88,36860
2025-12-18T18:02:00Z,204.88,204.99,204.71,204.78,42496
2025-12-18T18:03:00Z,204.78,204.83,204.30,204.48,43760
2025-12-18T18:04:00Z,204.48,204.61,204.35,204.56,35794
2025-12-18T18:05:00Z,204.56,204.64,204.07,204.20,12315
2025-12-18T18:06:00Z,204.20,204.30,203.97,204.16,19986
2025-12-18T18:07:00Z,204.16,204.33,204.07,204.25,27743
2025-12-18T18:08:00Z,204.25,204.37,203.62,203.80,27107
2025-12-18T18:09:00Z,203.80,203.87,203.69,203.78,34040
2025-12-18T18:10:00Z,203.78,204.11,203.70,203.97,15580
2025-12-18T18:11:00Z,203.97,204.13,203.58,203.65,10521
2025-12-18T18:12:00Z,203.65,203.76,203.28,203.32,11001
2025-12-18T18:13:00Z,203.32,203.69,203.17,203.64,45950
2025-12-18T18:14:00Z,203.64,204.11,203.45,204.00,45696
2025-12-18T18:15:00Z,204.00,204.15,203.42,203.57,20275
2025-12-18T18:16:00Z,203.57,203.61,203.00,203.15,34903
2025-12-18T18:17:00Z,203.15,203.31,203.02,203.27,27977
2025-12-18T18:18:00Z,203.27,203.64,203.27,203.53,34754
2025-12-18T18:19:00Z,203.53,203.80,203.49,203.62,46520
2025-12-18T18:20:00Z,203.62,203.95,203.46,203.85,27110
2025-12-18T18:21:00Z,203.85,204.19,203.78,204.05,10949
2025-12-18T18:22:00Z,204.05,204.62,203.98,204.47,41515
2025-12-18T18:23:00Z,204.47,204.90,204.29,204.74,32804
2025-12-18T18:24:00Z,204.74,204.86,204.72,204.81,7569
2025-12-18T18:25:00Z,204.81,204.96,204.78,204.80,7841
2025-12-18T18:26:00Z,204.80,204.98,204.40,204.60,47406
2025-12-18T18:27:00Z,204.60,204.64,204.23,204.28,36826
2025-12-18T18:28:00Z,204.28,204.67,204.20,204.64,15907
2025-12-18T18:29:00Z,204.64,204.79,204.51,204.76,35818
2025-12-18T18:30:00Z,204.76,205.26,204.59,205.08,15180
2025-12-18T18:31:00Z,205.08,205.12,204.68,204.77,16108
2025-12-18T18:32:00Z,204.77,204.92,204.75,204.92,45834
2025-12-18T18:33:00Z,204.92,205.00,204.34,204.49,38428
2025-12-18T18:34:00Z,204.49,204.97,204.45,204.96,15733
2025-12-18T18:35:00Z,204.96,204.99,204.81,204.84,23280
2025-12-18T18:36:00Z,204.84,204.94,204.16,204.36,14938
2025-12-18T18:37:00Z,204.36,204.53,204.05,204.23,47273
2025-12-18T18:38:00Z,204.23,204.29,203.64,203.78,3084
2025-12-18T18:39:00Z,203.78,203.87,203.66,203.86,19957
2025-12-18T18:40:00Z,203.86,204.02,203.60,203.74,24258
2025-12-18T18:41:00Z,203.74,203.88,203.63,203.63,48736
2025-12-18T18:42:00Z,203.63,203.68,203.52,203.55,20564
2025-12-18T18:43:00Z,203.55,203.62,203.47,203.60,42788
2025-12-18T18:44:00Z,203.60,203.74,203.41,203.42,37811
2025-12-18T18:45:00Z,203.42,203.78,203.27,203.64,45845
2025-12-18T18:46:00Z,203.64,203.64,203.30,203.39,5690
2025-12-18T18:47:00Z,203.39,203.51,203.04,203.06,49663
2025-12-18T18:48:00Z,203.06,203.41,202.89,203.24,17533
2025-12-18T18:49:00Z,203.24,203.72,203.12,203.60,45330
2025-12-18T18:50:00Z,203.60,204.06,203.44,203.99,40667
2025-12-18T18:51:00Z,203.99,204.16,203.74,203.86,16170
2025-12-18T18:52:00Z,203.86,204.02,203.71,203.90,38360
2025-12-18T18:53:00Z,203.90,204.03,203.47,203.57,27090
2025-12-18T18:54:00Z,203.57,203.83,203.50,203.79,30004
2025-12-18T18:55:00Z,203.79,203.84,203.38,203.48,22457
2025-12-18T18:56:00Z,203.48,203.65,203.08,203.19,15722
2025-12-18T18:57:00Z,203.19,203.37,203.00,203.09,11697
2025-12-18T18:58:00Z,203.09,203.16,202.94,203.03,8653
2025-12-18T18:59:00Z,203.03,203.22,202.97,203.13,13572
2025-12-18T19:00:00Z,203.13,203.57,203.07,203.43,21657
2025-12-18T19:01:00Z,203.43,203.85,203.31,203.74,40435
2025-12-18T19:02:00Z,203.74,204.39,203.70,204.19,22228
2025-12-18T19:03:00Z,204.19,204.32,203.59,203.77,7616
2025-12-18T19:04:00Z,203.77,204.34,203.67,204.19,24329
2025-12-18T19:05:00Z,204.19,204.32,203.88,203.90,40818
2025-12-18T19:06:00Z,203.90,204.05,203.55,203.72,26347
2025-12-18T19:07:00Z,203.72,203.95,203.57,203.89,19386
2025-12-18T19:08:00Z,203.89,204.24,203.80,204.14,9667
2025-12-18T19:09:00Z,204.14,204.39,203.98,204.21,21651
2025-12-18T19:10:00Z,204.21,204.38,203.73,203.91,12170
2025-12-18T19:11:00Z,203.91,204.10,203.39,203.58,44117
2025-12-18T19:12:00Z,203.58,203.74,203.39,203.67,36747
2025-12-18T19:13:00Z,203.67,203.83,203.47,203.66,2913
2025-12-18T19:14:00Z,203.66,203.68,203.12,203.26,44280
2025-12-18T19:15:00Z,203.26,203.41,203.10,203.37,26613
2025-12-18T19:16:00Z,203.37,203.77,203.18,203.75,16241
2025-12-18T19:17:00Z,203.75,203.90,203.28,203.29,47000
2025-12-18T19:18:00Z,203.29,203.42,203.02,203.04,7004
2025-12-18T19:19:00Z,203.04,203.20,202.63,202.71,12260
2025-12-18T19:20:00Z,202.71,202.93,202.52,202.82,13985
2025-12-18T19:21:00Z,202.82,203.27,202.65,203.20,45365
2025-12-18T19:22:00Z,203.20,203.22,202.63,202.79,8955
2025-12-18T19:23:00Z,202.79,202.89,202.73,202.87,20215
2025-12-18T19:24:00Z,202.87,202.98,202.77,202.78,44154
2025-12-18T19:25:00Z,202.78,202.79,202.44,202.44,1655
2025-12-18T19:26:00Z,202.44,203.05,202.36,202.87,34877
2025-12-18T19:27:00Z,202.87,203.00,202.85,202.87,44715
2025-12-18T19:28:00Z,202.87,203.07,202.82,202.87,8992
2025-12-18T19:29:00Z,202.87,202.94,202.49,202.58,12682
2025-12-18T19:30:00Z,202.58,202.58,202.43,202.54,35613
2025-12-18T19:31:00Z,202.54,202.66,202.17,202.37,49653
2025-12-18T19:32:00Z,202.37,202.55,202.29,202.49,44175
2025-12-18T19:33:00Z,202.49,202.49,202.25,202.28,48060
2025-12-18T19:34:00Z,202.28,202.70,202.19,202.52,30186
2025-12-18T19:35:00Z,202.52,202.70,202.38,202.41,33102
2025-12-18T19:36:00Z,202.41,203.05,202.34,202.90,48311
2025-12-18T19:37:00Z,202.90,203.29,202.76,203.17,37216
2025-12-18T19:38:00Z,203.17,203.57,203.13,203.38,14876
2025-12-18T19:39:00Z,203.38,204.03,203.30,203.84,47466
2025-12-18T19:40:00Z,203.84,204.03,203.76,203.77,27025
2025-12-18T19:41:00Z,203.77,203.81,203.17,203.35,40700
2025-12-18T19:42:00Z,203.35,203.45,202.79,202.95,35232
2025-12-18T19:43:00Z,202.95,203.12,202.76,202.82,47424
2025-12-18T19:44:00Z,202.82,202.95,202.74,202.83,42541
2025-12-18T19:45:00Z,202.83,203.42,202.65,203.23,35335
2025-12-18T19:46:00Z,203.23,203.38,203.14,203.16,42370
2025-12-18T19:47:00Z,203.16,203.51,203.01,203.42,6149
2025-12-18T19:48:00Z,203.42,203.51,202.95,203.04,36572
2025-12-18T19:49:00Z,203.04,203.22,202.76,202.83,7723
2025-12-18T19:50:00Z,202.83,203.31,202.63,203.17,3570
2025-12-18T19:51:00Z,203.17,203.36,202.77,202.81,12267
2025-12-18T19:52:00Z,202.81,203.30,202.71,203.12,40067
2025-12-18T19:53:00Z,203.12,203.33,203.06,203.17,39983
2025-12-18T19:54:00Z,203.17,203.60,203.00,203.52,17477
2025-12-18T19:55:00Z,203.52,203.62,203.17,203.25,38114
2025-12-18T19:56:00Z,203.25,203.68,203.05,203.60,38992
2025-12-18T19:57:00Z,203.60,203.82,203.58,203.78,18295
2025-12-18T19:58:00Z,203.78,204.29,203.59,204.19,13422
2025-12-18T19:59:00Z,204.19,204.53,204.02,204.51,1252
2025-12-18T20:00:00Z,204.51,204.82,204.44,204.76,24735
2025-12-18T20:01:00Z,204.76,204.85,204.42,204.61,18637
2025-12-18T20:02:00Z,204.61,204.67,204.57,204.63,42650
2025-12-18T20:03:00Z,204.63,204.89,204.54,204.84,28008
2025-12-18T20:04:00Z,204.84,205.26,204.84,205.16,43712
2025-12-18T20:05:00Z,205.16,205.53,204.97,205.47,29744
2025-12-18T20:06:00Z,205.47,205.80,205.38,205.72,43384
2025-12-18T20:07:00Z,205.72,206.15,205.59,206.14,17231
2025-12-18T20:08:00Z,206.14,206.20,205.83,205.87,12830
2025-12-18T20:09:00Z,205.87,206.02,205.55,205.58,30661
2025-12-18T20:10:00Z,205.58,205.70,205.31,205.49,34572
2025-12-18T20:11:00Z,205.49,206.10,205.35,205.92,40823
2025-12-18T20:12:00Z,205.92,205.99,205.90,205.95,35823
2025-12-18T20:13:00Z,205.95,206.20,205.76,206.02,1748
2025-12-18T20:14:00Z,206.02,206.18,205.58,205.70,28726
2025-12-18T20:15:00Z,205.70,206.03,205.63,205.84,37619
2025-12-18T20:16:00Z,205.84,205.94,205.67,205.67,26863
2025-12-18T20:17:00Z,205.67,205.70,205.13,205.21,41597
2025-12-18T20:18:00Z,205.21,205.28,204.63,204.74,46555
2025-12-18T20:19:00Z,204.74,205.27,204.67,205.13,32680
2025-12-18T20:20:00Z,205.13,205.32,204.91,204.95,20305
2025-12-18T20:21:00Z,204.95,205.49,204.78,205.30,34957
2025-12-18T20:22:00Z,205.30,205.66,205.28,205.54,42634
2025-12-18T20:23:00Z,205.54,206.01,205.50,205.90,5414
2025-12-18T20:24:00Z,205.90,206.13,205.88,206.07,3587
2025-12-18T20:25:00Z,206.07,206.08,205.63,205.72,49515
2025-12-18T20:26:00Z,205.72,206.33,205.55,206.15,26736
2025-12-18T20:27:00Z,206.15,206.19,206.05,206.05,18792
2025-12-18T20:28:00Z,206.05,206.50,206.01,206.41,1404
2025-12-18T20:29:00Z,206.41,206.56,206.19,206.28,17258
2025-12-18T20:30:00Z,206.28,206.32,205.90,205.97,18698
2025-12-18T20:31:00Z,205.97,206.40,205.85,206.22,10012
2025-12-18T20:32:00Z,206.22,206.80,206.03,206.70,28196
2025-12-18T20:33:00Z,206.70,207.06,206.69,206.98,10747
2025-12-18T20:34:00Z,206.98,207.33,206.82,207.13,29038
2025-12-18T20:35:00Z,207.13,207.25,207.01,207.02,16321
2025-12-18T20:36:00Z,207.02,207.09,206.95,207.08,21039
2025-12-18T20:37:00Z,207.08,207.24,206.52,206.63,23102
2025-12-18T20:38:00Z,206.63,206.75,206.28,206.47,34107
2025-12-18T20:39:00Z,206.47,207.08,206.36,206.92,14740
2025-12-18T20:40:00Z,206.92,207.12,206.91,207.08,36684
2025-12-18T20:41:00Z,207.08,207.32,206.92,207.25,28687
2025-12-18T20:42:00Z,207.25,207.57,207.07,207.54,8276
2025-12-18T20:43:00Z,207.54,208.02,207.37,207.96,49710
2025-12-18T20:44:00Z,207.96,208.14,207.87,207.88,9261
2025-12-18T20:45:00Z,207.88,208.06,207.68,207.73,17531
2025-12-18T20:46:00Z,207.73,207.85,207.25,207.45,11714
2025-12-18T20:47:00Z,207.45,207.50,206.82,207.00,30357
2025-12-18T20:48:00Z,207.00,207.62,206.89,207.43,11435
2025-12-18T20:49:00Z,207.43,207.82,207.38,207.71,21945
2025-12-18T20:50:00Z,207.71,207.90,207.36,207.45,26562
2025-12-18T20:51:00Z,207.45,207.92,207.29,207.80,38732
2025-12-18T20:52:00Z,207.80,208.29,207.78,208.11,1779
2025-12-18T20:53:00Z,208.11,208.69,208.03,208.61,29176
2025-12-18T20:54:00Z,208.61,208.63,208.36,208.39,21071
2025-12-18T20:55:00Z,208.39,208.88,208.26,208.73,9198
2025-12-18T20:56:00Z,208.73,208.97,208.53,208.78,16281
2025-12-18T20:57:00Z,208.78,209.00,208.72,208.95,38495
2025-12-18T20:58:00Z,208.95,209.13,208.49,208.57,47670
2025-12-18T20:59:00Z,208.57,208.74,208.40,208.53,37834
2025-12-19T14:30:00Z,208.53,209.07,208.36,208.92,2245
2025-12-19T14:31:00Z,208.92,208.99,208.76,208.77,2650
2025-12-19T14:32:00Z,208.77,209.23,208.58,209.15,41352
2025-12-19T14:33:00Z,209.15,209.34,208.75,208.77,41210
2025-12-19T14:34:00Z,208.77,209.12,208.64,209.03,48238
2025-12-19T14:35:00Z,209.03,209.18,208.46,208.62,9772
2025-12-19T14:36:00Z,208.62,208.84,208.53,208.66,8553
2025-12-19T14:37:00Z,208.66,208.80,208.29,208.46,16432
2025-12-19T14:38:00Z,208.46,208.54,207.96,208.13,45765
2025-12-19T14:39:00Z,208.13,208.23,207.94,208.12,4567
2025-12-19T14:40:00Z,208.12,208.75,208.09,208.60,2252
2025-12-19T14:41:00Z,208.60,208.91,208.42,208.77,49770
2025-12-19T14:42:00Z,208.77,208.93,208.51,208.53,4634
2025-12-19T14:43:00Z,208.53,208.72,208.23,208.43,47039
2025-12-19T14:44:00Z,208.43,208.77,208.36,208.67,38996
2025-12-19T14:45:00Z,208.67,208.74,208.32,208.41,23762
2025-12-19T14:46:00Z,208.41,208.53,208.23,208.31,14154
2025-12-19T14:47:00Z,208.31,208.79,208.26,208.72,1984
2025-12-19T14:48:00Z,208.72,208.74,208.36,208.54,11434
2025-12-19T14:49:00Z,208.54,208.90,208.39,208.70,33127
2025-12-19T14:50:00Z,208.70,208.70,208.58,208.66,16764
2025-12-19T14:51:00Z,208.66,208.95,208.62,208.84,43955
2025-12-19T14:52:00Z,208.84,208.85,208.51,208.63,44550
2025-12-19T14:53:00Z,208.63,208.64,208.30,208.40,45396
2025-12-19T14:54:00Z,208.40,208.50,208.04,208.21,15401
2025-12-19T14:55:00Z,208.21,208.24,207.98,208.13,45110
2025-12-19T14:56:00Z,208.13,208.49,208.09,208.38,43696
2025-12-19T14:57:00Z,208.38,208.63,208.32,208.56,27411
2025-12-19T14:58:00Z,208.56,209.09,208.49,208.97,2293
2025-12-19T14:59:00Z,208.97,209.39,208.82,209.24,33953
2025-12-19T15:00:00Z,209.24,209.40,208.76,208.83,3195
2025-12-19T15:01:00Z,208.83,208.95,208.78,208.87,36466
2025-12-19T15:02:00Z,208.87,209.04,208.22,208.40,32854
2025-12-19T15:03:00Z,208.40,208.43,208.13,208.23,25067
2025-12-19T15:04:00Z,208.23,208.43,207.66,207.86,1030
2025-12-19T15:05:00Z,207.86,208.16,207.68,208.16,21631
2025-12-19T15:06:00Z,208.16,208.33,207.75,207.85,17752
2025-12-19T15:07:00Z,207.85,208.11,207.76,208.05,45394
2025-12-19T15:08:00Z,208.05,208.21,208.05,208.19,1654
2025-12-19T15:09:00Z,208.19,208.22,207.63,207.76,33655
2025-12-19T15:10:00Z,207.76,208.05,207.60,207.98,44138
2025-12-19T15:11:00Z,207.98,208.01,207.55,207.62,17532
2025-12-19T15:12:00Z,207.62,207.70,207.28,207.38,9315
2025-12-19T15:13:00Z,207.38,207.99,207.25,207.84,26383
2025-12-19T15:14:00Z,207.84,207.89,207.39,207.53,31278
2025-12-19T15:15:00Z,207.53,207.57,207.33,207.44,10529
2025-12-19T15:16:00Z,207.44,207.51,206.93,207.12,6818
2025-12-19T15:17:00Z,207.12,207.28,206.71,206.81,45194
2025-12-19T15:18:00Z,206.81,207.27,206.62,207.12,23129
2025-12-19T15:19:00Z,207.12,207.16,206.89,206.92,3053
2025-12-19T15:20:00Z,206.92,206.96,206.81,206.95,48919
2025-12-19T15:21:00Z,206.95,207.27,206.92,207.24,15837
2025-12-19T15:22:00Z,207.24,207.33,206.60,206.78,20134
2025-12-19T15:23:00Z,206.78,206.86,206.18,206.32,17419
2025-12-19T15:24:00Z,206.32,206.48,205.80,205.92,5211
2025-12-19T15:25:00Z,205.92,206.37,205.87,206.22,14162
2025-12-19T15:26:00Z,206.22,206.30,205.73,205.88,3802
2025-12-19T15:27:00Z,205.88,206.07,205.42,205.48,27252
2025-12-19T15:28:00Z,205.48,205.95,205.37,205.80,8688
2025-12-19T15:29:00Z,205.80,205.91,205.26,205.40,25876
2025-12-19T15:30:00Z,205.40,205.91,205.29,205.77,15316
2025-12-19T15:31:00Z,205.77,206.14,205.59,206.13,8862
2025-12-19T15:32:00Z,206.13,206.32,205.81,205.99,45326
2025-12-19T15:33:00Z,205.99,206.13,205.75,205.86,30668
2025-12-19T15:34:00Z,205.86,206.32,205.77,206.14,30685
2025-12-19T15:35:00Z,206.14,206.65,205.99,206.47,17864
2025-12-19T15:36:00Z,206.47,206.68,206.43,206.60,7129
2025-12-19T15:37:00Z,206.60,206.76,206.23,206.40,17028
2025-12-19T15:38:00Z,206.40,206.78,206.39,206.71,1163
2025-12-19T15:39:00Z,206.71,206.88,206.60,206.62,11690
2025-12-19T15:40:00Z,206.62,206.71,206.32,206.52,49141
2025-12-19T15:41:00Z,206.52,206.66,206.31,206.45,9621
2025-12-19T15:42:00Z,206.45,206.56,205.93,205.99,9650
2025-12-19T15:43:00Z,205.99,206.24,205.86,206.19,38673
2025-12-19T15:44:00Z,206.19,206.35,206.01,206.26,30860
2025-12-19T15:45:00Z,206.26,206.86,206.21,206.68,47453
2025-12-19T15:46:00Z,206.68,206.84,206.52,206.73,3443
2025-12-19T15:47:00Z,206.73,206.73,206.58,206.64,39186
2025-12-19T15:48:00Z,206.64,207.26,206.45,207.11,36754
2025-12-19T15:49:00Z,207.11,207.23,206.56,206.69,20109
2025-12-19T15:50:00Z,206.69,206.72,206.21,206.38,16472
2025-12-19T15:51:00Z,206.38,206.88,206.38,206.82,3128
2025-12-19T15:52:00Z,206.82,206.96,206.67,206.72,30631
2025-12-19T15:53:00Z,206.72,207.18,206.66,207.10,4195
